authorId,contrib_index,contribution,ideas,type,syntax,semantic
VXNlcjo1MWM1MzBhYi0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,217,le gouvernement a instauré une flat tax sur les revenus du capital et en même temps bloqué la rentabilité du livret A à un taux ridiculement bas et en plus a modifié le calcul des intérêts à venir en défaveur de cette épargne populaire,Le gouvernement a instauré une flat tax sur les revenus du capital || Le gouvernement a bloqué la rentabilité du livret A à un taux ridiculement bas || Le gouvernement a modifié le calcul des intérêts à venir en défaveur de l'épargne populaire,statement,positive,neutral
VXNlcjowODRmMjZiNi0xZTI0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,219,"Rétablir l' ISF , supprimer toutes les niches fiscales et lutter efficacement contre l'évasion fiscale",Rétablir l'ISF || Supprimer toutes les niches fiscales || Lutter efficacement contre l'évasion fiscale,statement,positive,neutral
VXNlcjo3Yjk1MjAyMC0xZDc4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,220,"Créer deux nouvelles tranches : 1°) un impôt d'un montant forfaitaire pour les 53% de Français qui ne paient pas d'impôts sur le revenu alors qu'ils perçoivent une rémunération, d'un montant symbolique. 2°) Une nouvelle tranche pour les revenus dépassant par exemple 500.000 € qui remplacerait l'ISF qui ne servira à rien, sans que cette tranche soit dissuasive pour ceux qui gagnent beaucoup d'argent.",Il faut créer un impôt forfaitaire symbolique pour les Français percevant une rémunération qui ne paient pas d'impôt sur le revenu || Il faut instaurer une nouvelle tranche d'imposition pour les revenus très élevés en remplacement de l'ISF || L'ISF ne servira à rien || La tranche d'imposition des hauts revenus ne doit pas être dissuasive,statement,positive,neutral
VXNlcjpmZGMzMzVhZi0xOWMyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,221,"Passer d’une imposition des revenus du foyer fiscal à une imposition du revenu de l’individu.  Objectifs de cette proposition : 	Sortir du modèle foyer fiscal. 	Individualisation de l’impôt. 	Lutte contre la fraude fiscale.  Idées forces de cette proposition : 	Simplifier le processus d’identification des personnes et des entreprises. 	Transfert des prélèvements indirects (TVA, cotisations sociales, impôts locaux, etc…) vers l’IR. 	Simplifier et optimiser le processus de prélèvement de l’impôt sur le revenu et sur les sociétés. 	Dé-corréler les politiques incitatives de l’état de l’impôt sur le revenu.  Simplifier le processus d’identification des personnes et des sociétés. 	Un identifiant unique (N° de sécurité sociale, identifiant société) commun à toutes les administrations et services de l’état, des collectivités ou des organismes sociaux. 	L’identifiant est affecté à la personne dès sa naissance, à une société dès sa création. 	Un identifiant est affecté pour toute personne entrant sur le territoire français pour y résider. 	Cet identifiant individuel unique est utilisé pour tous les documents délivrés par les services de l’état (permis de conduire, carte d’identité, passeports, etc.) 	L’échange d’informations entre les différentes administrations est simplifié. 	Les capacités de lutte contre la fraude s’en trouvent renforcées. Les données remontent automatiquement vers les services fiscaux. La déclaration annuelle de revenus peut ne plus être nécessaire.  Transfert des prélèvements indirects (TVA, cotisations sociales, etc…) vers l’IR. 	Tous les autres impôts indirects sont supprimés. 	Toutes les cotisations sociales sont supprimées. 	Tous les impôts dits locaux sont supprimés. 	Toutes les autres taxes existantes sont supprimées. 	L’impôt sur les revenus et bénéfices des sociétés est réparti entre les différents échelons d’organisation de la nation : niveau national, niveau local, organismes sociaux. En fonction des compétences et prérogatives de chacun. 	Niveau National : Tout ce qui relève du rôle régalien de l’état, de l’organisation générale du territoire et des grandes orientations des évolutions sociétales et des politiques internationales. 	Niveau Local : Tout ce qui relève des services de proximité aux services des habitants des zones concernées. 	Organismes sociaux : Tout ce qui relève du versement des prestations sociales. Différentes indemnités définies au niveau du pays.   Simplifier le processus de prélèvement de l’impôt sur le revenu. 	L’impôt sur le revenu n’est plus dépendant de la situation familiale d’une personne mais individualisé. 	L’impôt sur le revenu est prélevé à la source des revenus quelque en soit la source (salaire, indemnité, revenu du capital, rente, revenu non salarié, etc.). 	C’est l’émetteur du revenu qui sert d’intermédiaire entre le contribuable et les services de l’état. 	Le taux individuel est défini en fonction des revenus l’année N-1, et peut être réajusté en cours d’année pour tenir compte de l’évolution de la situation de la personne. 	L’émetteur du revenu n’a pas besoin de connaitre la situation du contribuable, uniquement le taux à appliquer. 	Tout le monde est imposé de la même façon en fonction du montant du revenu concerné. 	Tout le monde paye un impôt et contribue ainsi à la vie du pays et de ses institutions. 	Les tranches d’imposition sont appréciées en fonction de niveau de revenu, mais aussi des politiques sociales et de soutien aux investissements voulues par l’état. o	20% pour la tranche de revenus inférieurs à A €. o	25% pour la tranche de revenus compris entre A et B. o	30% pour la tranche de revenus compris entre B et C. o	35% pour la tranche de revenus compris entre C et D. o	Etc… o	65% pour la tranche supérieurs à Z. 	Pour tout contribuable ayant plusieurs sources de revenus, les services fiscaux automatiquement (identifiant unique) procèdent à un nouveau calcul du taux d’imposition comparativement au taux appliqué à l’origine et l’éventuel réajustement fait en temps réel est prélevé l’année suivante. 	Le même type de modèle doit s’appliquer à l’impôt sur les sociétés. Base à définir chiffre d’affaire ou bénéfices ? Peut-être variable suivant les domaines d’activité, tertiaire, industriels, de service (notamment en fonction du poids des frais de personnels dans les dites activités).  Dé-corréler les politiques incitatives de l’état de l’impôt sur le revenu. 	Les politiques incitatives de l’état ne sont pas intégrées dans les taux d’imposition, mais font l’objet de prestations versées directement aux bénéficiaires, en remplacement des modèles actuels (nb de parts, quotient familial, crédit d’impôt, niches fiscales) : o	Politique familiale. (union, enfants, etc.) o	Politique de soutien aux investissements. o	Politique de soutien aux évolutions sociétales. (changement climatique, transition écologique, etc.) o	Politique de soutien à l’emploi (emploi à domicile, aide aux bas salaires, etc.) o	Etc… 	Ces prestations sont versées directement aux bénéficiaires lorsque les conditions sont remplies. o	Mariage (association de deux identifiants) o	Naissances (association d’un nouvel identifiant à un ou plusieurs identifiants) o	Investissement (réalisation effective de l’investissement) 	L’état verse directement sur le compte du bénéficiaire le montant prévu/calculé au plus tard dans les deux mois qui suivent la réalisation des conditions exigées. 	Le versement peut être mensualisé en fonction de son type (par exemple emploi à domicile). 	Ces prestations ne sont pas soumises à impôt sur le revenu et n’entre donc pas dans le calcul du revenu.","Il faut remplacer l'imposition par foyer fiscal par une imposition individuelle des revenus || Un identifiant unique doit être généralisé pour simplifier l'identification des personnes et des entreprises || La centralisation des données via l'identifiant unique renforce la lutte contre la fraude fiscale || La déclaration annuelle de revenus peut ne plus être nécessaire grâce à la remontée automatique des informations || Il faut transférer les prélèvements indirects et les cotisations sociales vers l'impôt sur le revenu || Tous les impôts indirects, taxes locales et cotisations sociales doivent être supprimés || Les recettes de l'impôt doivent être réparties entre le niveau national, local et social selon leurs compétences || L'impôt sur le revenu ne doit plus dépendre de la situation familiale || Le prélèvement de l'impôt doit s'effectuer à la source sur tous les types de revenus || L'émetteur du revenu n'a pas besoin de connaître la situation personnelle du contribuable || Tout le monde doit payer un impôt pour contribuer à la vie du pays || Des tranches d'imposition progressives doivent être appliquées selon le niveau de revenu || Le modèle de prélèvement doit être étendu à l'impôt sur les sociétés || Les politiques incitatives de l'État ne doivent plus être intégrées dans le calcul de l'impôt || Les aides incitatives doivent être versées directement aux bénéficiaires sous forme de prestations || Les prestations versées par l'État ne sont pas soumises à l'impôt",statement,positive,neutral
VXNlcjo0ZGZiY2Q5OC0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,222,que les élus soient irréprochable quand a leurs impôts une meilleure répartitions de l’impôt entre les plus riches et les moins aisés,Les élus doivent être irréprochables quant à leurs impôts || Il faut une meilleure répartition de l'impôt entre les plus riches et les moins aisés,statement,positive,neutral
VXNlcjowNDU5ZTkwNC0xZDU5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,223,"Lors du calcul de l'impôt sur le revenu, plafonner le nombre de part à 4. Ce qui correspond à une famille de 3 enfants.",Il faut plafonner le nombre de parts à 4 lors du calcul de l'impôt sur le revenu || Un plafond de 4 parts correspond à une famille de 3 enfants,statement,positive,neutral
VXNlcjo0ZjMwMDM2OS0xZDk5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,224,"1)Pas de rétablissement de l’ISF mais création de nouvelles tranches d’impôts, 1 vers le bas ou tous les n’ont imposables participent à l’effort commun (d’un minimum de 10€ mensuel) et au fonctionnement du Pays, et 1 tranche vers le haut à 50% (revenu supérieur à 152260€) pour les plus fortunés, alors que cela et limité à 45% actuellement. 2)Supprimer la flat-taxe sur les dividendes, et ramener l’abattement de 40% à 10%, Quant les entreprises du CAC40 en 2018, redistribuent aux actionnaires 57,4 milliards d’Euros (soit une augmentation de 62% entre 2009 et 2018), posez vous la question de la juste rétribution de l’effort dans ce Pays.   3)Soumettre à l’impôt les forme de richesse qui y échappe (tableaux, sculptures, voitures de collection d’une valeur supérieur à 50 000€, bijoux et autres).  4)Taxer les GAFA sur les bénéfices faits en France exactement au même niveau que les petites entreprises Françaises (23%), et si ils refusent qu’ils quittent purement et simplement le territoire. 5)Supprimer toutes les possibilités d’exonérations fiscales (il est anormale que les plus gros, entreprises ou individuels qui peuvent se payer des avocats fiscalistes échappent en grandes parties à l’impôt, alors les TPE / PMI ou travailleur qui gagne 2000€ ne pourra pas ce payer les mêmes fiscalistes et échapper à l’impôt).   Quelles sont les économies qui vous semblent prioritaires à faire ? 6)Suppression de toutes les niches fiscales (type niches concernant le statut de la presse et autres)  à l’exceptions de celles créant obligatoirement un emploi (type personnel d’aide à domicile, ou garde d’enfants), remplacé par une défiscalisation des sommes engagées pour le développement du Pays, recherche, industrie, et grands travaux d’aménagements et de développement du territoire, pour les plus fortunés et les grandes entreprises. 7)Suppression des avantages de la haute fonction publique, primes exceptionnels, logement, voiture de fonction et autres, excepté pour ceux qui sont contraints et forcés de resté sur leur lieux de travail pour raison de disponibilité (Président de la République, 1er Ministre, Ministre de l’intérieur, Ministre de la Défense, Présidents de l’assemblé et du Sénat), et pour les autres comme pour les corps Préfectorale tout avantages de logement, voitures ou autres doit être considérés comme avantages en nature et soumis à l’impôt (pendant plus de 45 ans j’ai utilisé m’à voiture tout les jours pour me rendre à mon travail). 8)Supprimer tous les postes non affectés, de nombreux préfets ou autres fonctionnaires bénéficie de salaire très élevés en restant à la maison. 9)Les problèmes d’effectifs dans l’enseignement, remettre à leurs postes d’enseignants la totalité des enseignants ayants des postes dévoyés (Estimé entre 50 000 et 80 000, les services de l’état étant incapables, ou ne voulant pas fournir un chiffre fiable) assurance, magasin type MAIF, CAMIF, secrétariat, et autres, et si ils ne veulent pas retourner devant les élèves, démission immédiate et inscription à Pol emplois.    10)Que l’état se consacre à ces mitions régaliennes : Defense, Santé-retraites, Sécurité intérieur et aux frontières, enseignement et recherche, Grands aménagements du territoire (type nouveaux carneaux de navigation, organisation du transport raille-route), et ne lever l’impôts que pour cela ; Et pour le reste DECENTRALISER au maximum comme en Allemagne, en Espagne, en Italie (foutez la paix et laisser vivre les régions, lever leurs impôts avec obligation dans la loi de budgets annuels en équilibre). 11)Nous n’avons pas besoin de nouveaux service publics mais que simplement ceux qui existes fonctionnes et surtout soit accessibles à tous.   12)Abandonné l’idée du service nationale universel (SNU) et obligatoire, encore un bidule qui coutera très cher et pour un intérêt quasiment nul (entre 2 et 2,5 milliards d’Euros annuel) faire uniquement appel au volontariat, (sachant que la majorité des syndicats d’étudiants sont contre, ne refaite pas l’erreur des 80 km/h), car en plus des Gilets Jaunes vous aurez la Jeunesse dans la rue. 13)Un seul mot SIMPLIFIER, trop de bureaux de paperasse de chefs de services et autres fonctionnaires qui ce donne beaucoup trop d’importance (et passe beaucoup trop de temps à la machine à café). 14)Prendre en compte les problèmes ou remarques des utilisateurs des services de l’état et apporter des réponses rapides",Il ne faut pas rétablir l'ISF || Il faut créer une tranche d'impôt pour que les non-imposables participent à l'effort commun || Il faut créer une tranche d'impôt à 50% pour les hauts revenus || Il faut supprimer la flat-tax sur les dividendes || Il faut ramener l'abattement sur les dividendes de 40% à 10% || Les entreprises du CAC40 ont augmenté massivement la redistribution aux actionnaires entre 2009 et 2018 || Il faut soumettre à l'impôt les formes de richesse actuellement exonérées comme l'art ou les voitures de collection || Il faut taxer les GAFA sur leurs bénéfices en France au même niveau que les PME || Les GAFA doivent quitter le territoire s'ils refusent de payer l'impôt || Il faut supprimer toutes les possibilités d'exonérations fiscales || Il est anormal que les grandes entreprises échappent à l'impôt contrairement aux petites structures || Il faut supprimer les niches fiscales sauf celles créant obligatoirement un emploi || Il faut défiscaliser les sommes engagées pour le développement du pays et l'industrie || Il faut supprimer les avantages de la haute fonction publique sauf cas de force majeure || Les avantages en nature des fonctionnaires doivent être soumis à l'impôt || Il faut supprimer tous les postes de fonctionnaires non affectés || Il faut remettre en classe les enseignants occupant des postes administratifs ou dévoyés || L'État est incapable de fournir un chiffre fiable sur les enseignants hors poste || Les enseignants refusant de retourner devant les élèves doivent démissionner || L'État doit se consacrer uniquement à ses missions régaliennes || L'État ne doit lever l'impôt que pour ses missions régaliennes || Il faut décentraliser au maximum le reste des compétences vers les régions || Nous n'avons pas besoin de nouveaux services publics || Les services publics existants doivent fonctionner et être accessibles à tous || Il faut abandonner l'idée du Service National Universel obligatoire || Le Service National Universel serait coûteux pour un intérêt nul || Il faut faire uniquement appel au volontariat pour le service national || Il faut simplifier l'administration et réduire la bureaucratie || Trop de fonctionnaires se donnent trop d'importance et manquent d'efficacité || Il faut prendre en compte les remarques des utilisateurs pour apporter des réponses rapides,statement,positive,neutral
VXNlcjo2ZmVhOGI4My0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,225,"Plus de tranches d'impôts et que les très riches (et non les fameux 20% de la taxe d'habitation qui ne sont pas riches du tout pour la majorité )soient taxés davantage, rétablir l'ISF",Il faut mettre en place plus de tranches d'impôts || Les très riches doivent être taxés davantage || Il ne faut pas taxer davantage les 20% payant la taxe d'habitation || La majorité des 20% payant la taxe d'habitation ne sont pas riches du tout || Il faut rétablir l'ISF,statement,positive,neutral
VXNlcjpjMmZkYWQ4MC0xZDk5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,226,"Beaucoup de pays ont mis en place la flat tax, comme la Russie. Les résultats sont surprenants : les citoyens la perçoivent comme juste (même taux pour tous), elle permet de réduire l'évasion fiscale. Il est possible avec la flat tax de réfléchir à un impôt ""négatif"" pour les très bas revenus (ils perçoivent au lieu de payer).","De nombreux pays, comme la Russie, ont mis en place la flat tax || Les citoyens perçoivent la flat tax comme juste car elle applique le même taux pour tous || La flat tax permet de réduire l'évasion fiscale || Il est possible de réfléchir à un impôt ""négatif"" pour que les très bas revenus perçoivent de l'argent au lieu d'en payer",statement,positive,neutral
VXNlcjpkMmRjMTYyMy0xZDc1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,227,communiquer plus sur le rôle des impôts,Communiquer plus sur le rôle des impôts,statement,positive,neutral
VXNlcjplZmM1MTlhNS0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,228,Mettre en place un système qui propulserait la création d'entreprise en appliquant un taux d'imposition et des charges en relation direct avec les bénéfices perçus. Trop de commerces de très petite taille se voient submergés d'impôts de tout type et doivent en premier lieu engraisser les caisses de l'état avant de pouvoir tirer quelconque bénéfice alors que les grands de la distribution ne payent que très peu ou pas du tout d'impôts dans les pays où ils opèrent.,Il faut appliquer un taux d'imposition et des charges en relation directe avec les bénéfices perçus pour propulser la création d'entreprise || De trop nombreux petits commerces sont submergés d'impôts et doivent payer l'État avant de tirer un bénéfice || Les grands groupes de la distribution ne payent que très peu ou pas du tout d'impôts dans les pays où ils opèrent,statement,positive,neutral
VXNlcjphNDFiN2M5OC0xOTU5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,229,"Comme le disent  d'ailleurs certains ministres (y compris celui des comptes publiques) il s'agit effectivement d'un"" impôt injuste"". Dans ce cas il faut qu'il disparaisse pour tous les contribuables . Laisser cet impôt pour 20% des contribuables est une atteinte grave à l'égalité de chacun devant l'impôt"" . Dans ma commune (Orléans), les habitants du  quartier populaire de La Source payent une taxe d'habitation qui est environ 30% supérieure à ce que payent les habitants du centre ville . Centre ville, qui par ailleurs est doté largement de tous les commerces et transports urbains contrairement au sud de  La Source (éloigné du centre ville de 12 à 13 Kms . D'autre part, je n'apprécie pas la stigmatisations qui est faîte des habitants qui ont un revenu de 4000 à 5000 Euros pour un couple en les présentant comme des ""RICHES"".  NON, lorsque un couple gagne 4000 à 5000 euros, il n'est pas riche. La taxe d'habitation doit disparaître pour tous les contribuables.","La taxe d'habitation est considérée comme un ""impôt injuste"" || La taxe d'habitation doit disparaître pour tous les contribuables || Le maintien de l'impôt pour 20% des contribuables est une atteinte grave à l'égalité devant l'impôt || À Orléans, les habitants du quartier populaire payent une taxe d'habitation bien supérieure à celle des habitants du centre-ville || Le centre-ville est bien doté en commerces et transports contrairement au quartier populaire qui en est éloigné || L'auteur n'apprécie pas la stigmatisation des couples gagnant 4000 à 5000 euros présentés comme des ""RICHES"" || Un couple gagnant 4000 à 5000 euros n'est pas riche",statement,positive,neutral
VXNlcjo4NGRjZGY3Ni0xYTNkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,230,"baisser les taxes type TVA, fusionner impôt sur le revenu et CSG, et créer une ou plusieurs tranches supplémentaires afin que chacun contribue vraiment selon ses moyens (avec un impôt minimum en fonction du salaire et du capital, malgré les niches fiscales)",Il faut baisser les taxes de type TVA || Il faut fusionner l'impôt sur le revenu et la CSG || Il faut créer des tranches d'imposition supplémentaires afin que chacun contribue selon ses moyens || Il faut mettre en place un impôt minimum en fonction du salaire et du capital malgré les niches fiscales,statement,positive,neutral
VXNlcjoyYWU5ZTZhMy0xZDU1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,232,Taxer davantage le capital au moment de sa transmission (y compris héritage) et non au moment de sa détention. Fusionner CSG et IR. Augmenter un peu la TVA,"Il faut taxer davantage le capital au moment de sa transmission, y compris l'héritage || Il ne faut pas taxer le capital au moment de sa détention || Il faut fusionner la CSG et l'IR || Il faut augmenter un peu la TVA",statement,positive,neutral
VXNlcjpmMWMzZGQ0Yi0xZDRjLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,233,"Surtout ne pas rétablir l'ISF,qui nous fait perdre 35 milliards (Monsieur Edouard Philippe le 09 octobre 2017)et qui fait de la France un des seuls pays au monde a posséder encore un tel impôt(IFI).Assez de démagogie",Il ne faut surtout pas rétablir l'ISF || L'ISF fait perdre 35 milliards d'euros || L'ISF fait de la France l'un des seuls pays au monde à posséder encore un tel impôt || Il faut arrêter la démagogie,statement,positive,neutral
VXNlcjoxNzZlYTQ2MS0xOTZjLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,234,"- Supprimer la TVA, la CSG, les cotisations, la Flat Tax, etc. - Créer un seul et grand impôt sur le Revenu PROGRESSIF avec plus de tranche.   Cela donnera de la lisibilité fiscale (On saura clairement combien on paye) et une justice fiscale.","Il faut supprimer la TVA, la CSG, les cotisations et la Flat Tax || Il faut créer un seul grand impôt sur le revenu progressif avec plus de tranches || Cette réforme apportera de la lisibilité et une justice fiscale",statement,positive,neutral
VXNlcjplMjcyM2MyOC0xZDY1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,235,"Tout le monde devrait payer l impot sur le revenu et avec un nombre de tranche plus important, rendant l'impot sur le revenu plus dependant des revenus. proposition de tranches : 1% 10% 15% 20% 25% 30% 35% 40% 45% 50%",Tout le monde devrait payer l'impôt sur le revenu || Il faut augmenter le nombre de tranches pour rendre l'impôt plus dépendant des revenus || Une grille de tranches s'étalant de 1% à 50% est proposée,statement,positive,neutral
VXNlcjpmMDIwOTEwNC0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,236,Créer une obligation d'équilibre des dépenses de Sécurité Sociale dans la loi et proposer un débat citoyen sur la réduction des dépenses et l'augmentation des charges.,Créer une obligation d'équilibre des dépenses de Sécurité Sociale dans la loi || Proposer un débat citoyen sur la réduction des dépenses et l'augmentation des charges,statement,positive,neutral
VXNlcjphNGI2ZjhlNi0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,240,"Tous les français doivent contribuer à l'impôt sur le revenu, y compris les bas salaires. Proportionnellement aux revenus.","Tous les Français doivent contribuer à l'impôt sur le revenu, y compris les bas salaires || La contribution à l'impôt sur le revenu doit être proportionnelle aux revenus",statement,positive,neutral
VXNlcjo3OGQ5N2RiYy0xYTU5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,241,"Taxer davantage les très très riches....On m'a augmenté ma CSG pour la donner à Mr Bernard Arnaud ou à Mr Goshn, cet argent que l'on m'a volé, on l'a volé à mes enfants et petits enfants que je suis obligé d'aider à démarrer dans ma vie, on l'a volé à mes parents âgés car je sois les aider à payer toujours plus, un établissement de retraite décent !!",Il faut taxer davantage les personnes très riches || L'augmentation de la CSG est perçue comme un vol au profit des grandes fortunes || L'argent prélevé par la CSG prive les enfants et petits-enfants de l'aide financière nécessaire || L'argent prélevé par la CSG prive les parents âgés de l'aide nécessaire pour payer leur maison de retraite,statement,positive,neutral
VXNlcjo0MGU4ZmUxMy0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,242,"Moins pénaliser le travail, faire le grand ménage dans les niches fiscales, augmenter la déductibilité des dons pour des associations d’intérêt public, augmenter les droits de succession sur les tranches supérieurs hors successions concernant les activités économiques, commerciales, industrielles ou libérales. Taxation minimum obligatoire des sociétés, surtout les multinationales étrangères ayant des activités ""significatives"" sur le territoire (à définir). Fiscaliser toutes les primes de la fonction publique;","Il faut moins pénaliser le travail || Il faut faire le grand ménage dans les niches fiscales || Il faut augmenter la déductibilité des dons pour des associations d’intérêt public || Il faut augmenter les droits de succession sur les tranches supérieures, hors activités économiques, commerciales, industrielles ou libérales || Une taxation minimum obligatoire des sociétés, surtout les multinationales étrangères ayant des activités ""significatives"" sur le territoire, doit être mise en place || Il faut fiscaliser toutes les primes de la fonction publique",statement,positive,neutral
VXNlcjphOGZjMjMwNS0xZDYxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,243,"que tout le monde paye  l’impôt sur le revenu. bien sur à la hauteur de ses moyens. chacun doit être conscient que c'est son argent qui contribue à la société. rendre obligatoire la règle de 3 pour la redistribution des bénéfices des sociétés : 1/3 pour les salariés, 1/3 pour l'entreprise, 1/3 pour les actionnaires. taxer fortement les très hauts revenus.","Tout le monde doit payer l'impôt sur le revenu à la hauteur de ses moyens || Chacun doit être conscient que son argent contribue à la société || Il faut rendre obligatoire la redistribution des bénéfices par tiers entre salariés, entreprise et actionnaires || Les très hauts revenus doivent être fortement taxés",statement,positive,neutral
VXNlcjo2MmNjMmFjMi0xZTIyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,245,"Depuis plusieurs années déjà tout le monde, journalistes, politiques, citoyens parlent de justice ou plutôt d'injustice fiscale ! 	 	Le ressenti de cette injustice est d'autant plus flagrant et violent au plus près des limites des tranches définies, qu'il s'agisse des « tranches d'impositions » ou des tranches d'éligibilité aux différentes « prestations sociales » en vigueur dans notre pays. Les exemples le plus récents et les plus douloureux étant l'augmentation de la CSG fixés selon le niveau de revenu pour les retraités ou encore l'exonération de la taxe d'habitation fixée selon le revenu fiscal de référence, ou plus récemment encore l'éligibilité au changement de chaudière pour un euro.... etc 	 	En effet, cette méthode de seuils ou de plafonds induit des situations souvent conflictuelles entre voisins ou amis : un ménage dépassant le seuil d'exonération de 100 ou 200 euros voir moins, se voit injustement et très sensiblement lésé par rapport à un ménage voisin qui se trouve en dessous de ce seuil de 100 ou 200 euros voir moins, surtout si la taxe d'habitation est très élevée dans la commune et compte tenu du coût dans le cas du remplacement d'une chaudière. Les deux ménages sont d'ailleurs d'accord entre eux pour convenir que cela est très injuste.  	Comme je vous le dis plus haut, tout le monde en parle et personne ne bouge pourquoi ? Cette progressivité totale et réelle est elle si difficile à mettre en place que personne n'ose entamer le chantier ? 	N'avons nous pas en France les mathématiciens ou informaticiens compétents pour mettre en place ce système de calcul ou est ce une volonté politique de ne pas y réfléchir ? 	Est il possible de concevoir un algorithme pour lisser au maximum ces seuils ou plafonds en aboutissant évidemment à une même recette fiscale ou à une même dépense sociale pour l'ETAT ?   	Et bien entendu si cet algorithme existe , est il possible de le traduire en code informatique et l'introduire dans les logiciels utilisés par les services de l'ETAT ? Je tiens évidemment à repréciser ce système de calcul devrait s'appliquer aussi bien pour les impôts et taxes que pour les prestations sociales.  	Je pense très sincèrement que ce système de calcul apaiserait les relations entre les contribuables et réduirait très sensiblement ce sentiment d'injustice exprimé depuis longtemps et plus récemment surtout par une majorité de citoyens.",Le sentiment d'injustice fiscale est largement partagé depuis plusieurs années par l'ensemble de la société || Le ressenti de l'injustice est particulièrement violent aux limites des tranches d'imposition et d'éligibilité sociale || Le système actuel de seuils lèse injustement les ménages qui dépassent de peu les plafonds d'exonération || Personne ne prend l'initiative de réformer cette progressivité malgré le constat général || Il est nécessaire de concevoir un algorithme pour lisser au maximum les seuils et plafonds || Ce lissage doit garantir une recette fiscale et une dépense sociale identiques pour l'État || Ce système de calcul lissé devrait s'appliquer aux impôts comme aux prestations sociales || L'adoption de ce système apaiserait les relations entre contribuables et réduirait le sentiment d'injustice,statement,positive,neutral
VXNlcjo1NzI4MTE3OS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,246,"● Plafonnement de la taxation sur les carburants, actuellement largement excessive. ● Instauration d'un système de Sécurité Sociale à l'anglo-saxonne ; on cotise pour ses soins.",La taxation sur les carburants est actuellement largement excessive || Il faut plafonner la taxation sur les carburants || Il faut instaurer un système de Sécurité Sociale à l'anglo-saxonne || Chacun doit cotiser pour ses propres soins,statement,positive,neutral
VXNlcjo4MTc3NjZlZS0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,247,je pense que ISF ne doit pas être de nouveau instaurer pour ne pas que les capitaux puissent partir vers les paradis fiscaux par contre il faudrait créer des tranches plus réalistes  de chacun et non du pouvoir d'achat. Si l'argent des français est réinjecté dans l'économie cela créer des impôts indirects et une qualité de vie pour chacun et l'état avec ses impôts indirects créer aussi une trésorerie,L'ISF ne doit pas être de nouveau instauré || Il ne faut pas que les capitaux puissent partir vers les paradis fiscaux || Il faudrait créer des tranches d'imposition plus réalistes pour chacun || Les tranches ne doivent pas être basées sur le pouvoir d'achat || La réinjection de l'argent des Français dans l'économie génère des impôts indirects || La réinjection de l'argent dans l'économie crée une qualité de vie pour chacun || Les impôts indirects permettent à l'État de créer une trésorerie,statement,positive,neutral
VXNlcjo1NDA4NWU2Ni0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,248,"Que chaque citoyen participe à l'impôt en fonction de ses revenus, avec une base élargie sans pour autant mettre en difficulté les citoyens sans ressources",Chaque citoyen doit participer à l'impôt en fonction de ses revenus || La base d'imposition doit être élargie || L'impôt ne doit pas mettre en difficulté les citoyens sans ressources,statement,positive,neutral
VXNlcjo3OTA2NjhhNS0xZDg4LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,249,Dire tout simplement que les citoyens ont des devoirs donc des droits . Faire payer a tous un impôt sur le revenu meme si la somme est symbolique  Comme ça on n’entendra plus dire : moi je paye des impôts pour les autres qui n’en payent pas,Il faut dire que les citoyens ont des devoirs et donc des droits || Il faut faire payer à tous un impôt sur le revenu même symbolique || Cela permettrait de ne plus entendre dire que certains payent des impôts pour les autres qui n'en payent pas,statement,positive,neutral
VXNlcjpmZDdiYTUwNS0xZTIzLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,250,"Une analyse pointue du coût de la vie par tranche d'âge, situation familiale, situation professionnelle, etc. ; analyse rendue publique et lisible.","Il faut réaliser une analyse pointue du coût de la vie par tranche d'âge, situation familiale et situation professionnelle || L'analyse du coût de la vie doit être rendue publique et lisible",statement,positive,neutral
